user_id,nickname,user_real_nickname,start_date,sum_reply,sum_son_reply,sum_emotion,recent_n_reply,recent_n_deleted,recent_n_emotion,recent_rate_emotion,recent_rate_self_delete,total_reply,heavy
2dnZh,tlag****,무구,2007-04-11,"19,486","4,417",158972,102,2,"2,302",89%,2%,23903,1.0
1Fv2h,krap****,기린1,2013-08-06,"1,237",14,7374,0,0,0,0%,0%,1251,0.0
4bh9K,sy13****,sy1,2012-10-24,"1,759",82,6950,20,0,39,76%,0%,1841,0.0
179Ra,cj21****,포중사,2006-06-19,"1,560",44,11081,90,23,745,90%,26%,1604,0.0
90Y7I,jung****,jun,2016-12-30,"1,941",537,6719,5,0,11,92%,0%,2478,0.0
q1dp,srwj****,srwjingeta,2014-03-09,"4,148",558,22504,34,0,118,73%,0%,4706,0.0
1KCSK,kjhu****,kjhuh,2014-12-12,"3,651",616,17135,262,0,"1,048",78%,0%,4267,0.0
tyuT,59ho****,59h,2020-04-21,"3,232",1,2927,129,0,138,57%,0%,3233,0.0
3Vs3v,eogn****,gglectca007,2014-03-09,"1,056",28,7200,7,0,59,95%,0%,1084,0.0
1nJvC,stil****,알수없음,2007-03-04,"4,148","1,993",55239,50,0,173,92%,0%,6141,0.0
1ANJy,73tk****,73t,2021-07-01,35,5,10978,0,0,0,0%,0%,40,0.0
cySvW,wtfi****,wtf,2020-03-19,"4,610",568,33785,27,2,70,78%,7%,5178,0.0
42A6P,jerr****,제리주,2012-06-22,"6,839",926,30404,0,0,0,0%,0%,7765,0.0
7gURW,chle****,머글2,2015-08-19,"1,506",4,7143,14,0,14,88%,0%,1510,0.0
3WLIS,eung****,eun,2020-11-30,"1,348",0,2485,4,0,2,100%,0%,1348,0.0
6or68,jotu****,jot,2018-02-23,"1,913",208,8178,48,0,141,81%,0%,2121,0.0
cJwCJ,jong****,jon,2020-05-20,"1,702",420,4622,128,2,210,59%,2%,2122,0.0
4sCue,ji1s****,ji1,2018-05-12,"7,308",15,24328,111,0,367,82%,0%,7323,0.0
28pYz,vrun****,vru,2006-05-22,"3,678",240,27331,108,3,593,82%,3%,3918,0.0
AZ6B,lhn8****,사는동안,2006-04-17,"2,788",591,12638,36,0,43,54%,0%,3379,0.0
2BH7j,kyo0****,kyo07132004,2015-02-01,"2,671",813,18852,72,3,575,86%,4%,3484,0.0
8CXXp,eecs****,CSE,2017-02-10,359,38,2301,34,5,194,91%,15%,397,0.0
1Xen7,vict****,Timeless,2015-01-03,690,6,3305,17,0,43,96%,0%,696,0.0
32bTR,immf****,imm,2017-06-02,"1,263",544,4678,4,0,3,60%,0%,1807,0.0
2fJiI,jjy7****,방구석 전문가,2006-04-25,"6,054","3,621",72340,19,5,29,62%,26%,9675,1.0
7G9x,stor****,미타 MidasTouch,2006-04-07,"5,855","3,221",100605,20,0,664,96%,0%,9076,0.0
1hcjb,jnl0****,kjhopuyek,2006-04-28,"4,571","1,189",53905,0,0,0,0%,0%,5760,0.0
3d0B7,mgmo****,September Blue,2019-07-29,"6,546","4,077",21683,0,0,0,0%,0%,10623,1.0
PAXV,kkhb****,소언다문,2019-02-19,"1,263",62,2930,2,0,9,90%,0%,1325,0.0
3Cg1X,sens****,aura,2012-08-08,554,304,4063,49,0,72,69%,0%,858,0.0
3horr,hm55****,Shields,2013-05-27,"3,370","5,422",28356,537,16,"1,590",77%,3%,8792,0.0
5LL7g,tgbt****,tgb,2015-03-05,"5,524","1,006",26161,631,73,"2,622",85%,12%,6530,0.0
3kg1S,blue****,blue,2012-06-08,"9,690","8,120",44744,252,0,574,58%,0%,17810,1.0
27wdW,kos5****,kos,2006-10-27,"1,604",217,6738,18,0,79,93%,0%,1821,0.0
36hQy,hann****,han,2013-04-15,77,429,490,0,0,0,0%,0%,506,0.0
Faps,mari****,mar,2008-08-30,"9,240","3,476",47729,120,15,436,84%,13%,12716,1.0
PmPK,cjun****,cjun64,2006-11-13,"5,656",89,25897,69,0,191,88%,0%,5745,0.0
1SJd4,kkh1****,kkh,2016-07-08,"10,859","1,509",44977,159,2,447,84%,1%,12368,1.0
3ffpb,snuf****,snu,2008-03-20,"2,009",989,19671,42,13,211,89%,31%,2998,0.0
1JuUI,yisg****,해피형아,2006-05-03,"3,672",863,23380,49,1,59,43%,2%,4535,0.0
71Wdb,emai****,ema,2015-06-07,"3,738",193,17382,68,0,124,49%,0%,3931,0.0
